Link, Anchor Text
"http://www.thursdaycontra.com/~spuds/tunes/couple/Pernod2.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Petitedejeuner.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Redwing_D.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/ReimstalderChilbi.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/RosinBowwaltz.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Havero.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/HaveroHarm.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Salamonie.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Shloymele.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Shloymeleharmony.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/smitten.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/SmokeWater.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Sommarvalsen.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Southwind.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/StarCountyDown.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/SundayRiver.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/SussexWaltz.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/SwedishWaltz.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Tim_Sheilas.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/TrailLonesomePine.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Tombigbee.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/TwoRivers.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/utpick2.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WaitingSnow.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Westphalia.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Whatnot.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WhatsYours.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WhereWindKnows.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WhereWindKnows_Harm2.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WhereWindKnows_Harm3.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/WoodDuck.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Yunogo_Gm.abc", abc
"http://www.thursdaycontra.com/~spuds/tunes/couple/Zisooks.abc", abc
